voteId,date,bill,title,motionText,yea,nay,result,billUrl
ocd-vote/b06de0e1-8400-4cb5-a0de-a04c14fede65,2026-06-20,HB 44,Harris County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74808
ocd-vote/b36bf171-6a67-4d1e-aabd-9cb9ef7d3370,2026-06-20,HB 49,"Adairsville, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74813
ocd-vote/b3be477f-0f20-4114-a656-00b7c068d657,2026-06-20,HB 20,"Madison, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74777
ocd-vote/b5a17e15-8c05-489a-9d83-38534186a163,2026-06-20,HB 22,"Jakin, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74779
ocd-vote/b62af0de-ef8b-4b15-9e44-dc9e0dd66e41,2026-06-20,HB 38,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74802
ocd-vote/b81b7c00-a6b6-4310-8526-54562bd4b228,2026-06-20,HB 46,"Cartersville, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74810
ocd-vote/bc17b12a-eefc-4783-bea4-35181139f845,2026-06-20,HB 31,"Damascus, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74788
ocd-vote/c1d6b0a5-2bb4-45f6-bdc2-75c1631ddc18,2026-06-20,HB 3,"Rentz, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74758
ocd-vote/c7758775-e987-4713-bf1f-da2e49c5aa60,2026-06-20,HB 42,"Edison, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74806
ocd-vote/c8f70530-c30f-4950-b3eb-836a9bfba8e2,2026-06-20,HB 37,Effingham County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74794
ocd-vote/c9dd0342-c5fc-4cc2-93b1-4f5f78a5f340,2026-06-20,HB 29,Calhoun County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74786
ocd-vote/d01bf577-794a-40cd-8bd6-b027c217d831,2026-06-20,HB 2,Sumter County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74756
ocd-vote/d63fb737-9495-4558-9f5a-d3d3d4206561,2026-06-20,HB 5,"Cadwell, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74760
ocd-vote/d6dc0bd2-0305-4774-8d6f-3193ab056539,2026-06-20,SB 4,Baldwin County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #8 - 2026 Special Session,33,18,Pass,https://www.legis.ga.gov/legislation/74757
ocd-vote/d70f31f3-e6c6-4122-9903-353302a079fa,2026-06-20,HB 33,Cherokee County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74790
ocd-vote/d90c514f-97e1-4b45-8905-c2884c648102,2026-06-20,HB 47,Bartow County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74811
ocd-vote/dac05076-5490-4ada-87e0-888582841729,2026-06-20,HB 21,Gilmer County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74778
ocd-vote/de5ec551-4157-47ad-a110-7ed3e49c4eb6,2026-06-20,HB 45,"Emerson, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74809
ocd-vote/dfea7287-934b-4bb6-9aea-ae56f3e5ed57,2026-06-20,HB 56,"Social Circle, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74820
ocd-vote/e569a1f4-8a0e-45de-98bb-068193538c24,2026-06-20,HB 6,"Toccoa, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74761
ocd-vote/e7650bc4-0b0f-4a8c-ad81-95f9aa3e4d1c,2026-06-20,HR 3,General Assembly; motor fuel and diesel fuel taxes; ratify Governor Brian P. Kemp's Executive Order,Senate Vote #9 - 2026 Special Session,33,19,Pass,https://www.legis.ga.gov/legislation/74752
ocd-vote/e7db0f4d-1651-4099-8153-af98b9834d78,2026-06-20,HB 48,"Euharlee, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74812
ocd-vote/ebfd0da3-c7c2-41e0-be67-dbad6a879e34,2026-06-20,HB 23,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74780
ocd-vote/ed4b153d-4fcc-4649-8fd4-ef51d6da2c7c,2026-06-20,HB 8,Walker County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74764
ocd-vote/f1ce5498-9ba0-4ed9-83eb-a681229dd87e,2026-06-20,HB 25,Stephens County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74782
ocd-vote/ff13fc17-7c67-4671-9122-a1427fcf913e,2026-06-20,HB 24,Franklin County; ad valorem tax; provide homestead exemption,House Vote #5 - 2026 Special Session,95,67,Pass,https://www.legis.ga.gov/legislation/74781
ocd-vote/00654498-5c34-41e8-b647-1d06a94d7799,2026-06-22,HB 26,Ben Hill County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74783
ocd-vote/032adde8-2144-442f-bdec-4bfe42c52f9a,2026-06-22,HB 36,Catoosa County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74793
ocd-vote/0414c7c8-6a51-499b-a3f5-d5c1fcea8061,2026-06-22,HB 2,Sumter County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74756
ocd-vote/06c76a3b-5e32-4cc3-ae70-1423e5603cfd,2026-06-22,HB 50,"White, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74814
ocd-vote/0b2bda24-bb32-4ff7-9231-1d5a735b4c46,2026-06-22,HB 23,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74780
ocd-vote/10e3c025-5e82-495d-b4c0-8e719ce4cbe4,2026-06-22,HB 5,"Cadwell, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74760
ocd-vote/1243a10d-68ed-4918-8fe9-dea24b038f0c,2026-06-22,SB 8,City of Plains; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #20 - 2026 Special Session,31,20,Pass,https://www.legis.ga.gov/legislation/74863
ocd-vote/15509ab9-fbd6-46c6-878d-f5871eb62f61,2026-06-22,HB 14,Fannin County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74771
ocd-vote/1734de40-b7a5-4a0d-a438-e56ab98f694a,2026-06-22,HB 25,Stephens County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74782
ocd-vote/176cfcfc-de77-4a39-8519-daf4591cf5ae,2026-06-22,HB 44,Harris County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74808
ocd-vote/1af8435a-4325-4f35-a0ab-0d79c3bdfc97,2026-06-22,HB 48,"Euharlee, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74812
ocd-vote/1b63e1c1-b8a3-4f44-9330-3884050f41d9,2026-06-22,HB 11,Glynn County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74768
ocd-vote/1c8b286b-4c00-4330-b779-66899134b2cd,2026-06-22,SB 6,Stephens County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #20 - 2026 Special Session,31,20,Pass,https://www.legis.ga.gov/legislation/74858
ocd-vote/1ed2adaa-4063-4d48-a950-725435a10f13,2026-06-22,HB 7,Laurens County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74762
ocd-vote/2598d80d-779c-40af-b88d-4f1ef2bc9e1e,2026-06-22,HB 29,Calhoun County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74786
ocd-vote/26196704-e210-41e6-b005-811ac65b238a,2026-06-22,HB 20,"Madison, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74777
ocd-vote/268aec71-514a-4812-b73d-2e4fda03f656,2026-06-22,HB 59,Walton County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74823
ocd-vote/26c2bff9-6fec-4278-9fbe-618a95fe57f8,2026-06-22,HB 4,"Dudley, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74759
ocd-vote/28167eb0-cb70-4779-b24c-90c491fa2ff5,2026-06-22,HB 59,Walton County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74823
ocd-vote/281a1442-3c1c-4fe8-8a97-d92e67a153ff,2026-06-22,SB 6,Stephens County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #21 - 2026 Special Session,28,21,Pass,https://www.legis.ga.gov/legislation/74858
ocd-vote/283d4178-cdb3-4edb-933c-0cf5040fe166,2026-06-22,HB 6,"Toccoa, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74761
ocd-vote/285a3242-dde8-4b42-88eb-2d1c9c11cf71,2026-06-22,HB 8,Walker County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74764
ocd-vote/29bc1657-aa15-450a-8ae6-75f2aedf1dd2,2026-06-22,HB 38,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74802
ocd-vote/2e831ffa-d77a-4ea5-9aca-8896442c11f1,2026-06-22,HB 17,Lumpkin County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74774
ocd-vote/2f77b85b-3433-4044-b86d-4858998c90ad,2026-06-22,HB 67,"Rome, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74831
ocd-vote/2fbe014a-9d20-4963-be44-f57e08477ee4,2026-06-22,HB 49,"Adairsville, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74813
ocd-vote/30f6928e-2681-4739-9ef5-2040343f8478,2026-06-22,HB 13,Mitchell County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74770
ocd-vote/30fece38-ae6e-414c-90a5-0b971f12799a,2026-06-22,HB 31,"Damascus, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74788
ocd-vote/32227f5a-0fdf-43a5-ad21-1bf2596c43c9,2026-06-22,HB 57,Pierce County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74821
ocd-vote/34826efc-aab6-481c-9631-ae26500f2c6a,2026-06-22,HB 50,"White, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74814
ocd-vote/36475b28-2db3-4335-b6f8-acf3af673048,2026-06-22,HB 39,"Ringgold, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74803
ocd-vote/36729f04-cedd-41fa-97f5-aef3110d6f27,2026-06-22,HB 7,Laurens County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74762
ocd-vote/3741b000-146e-4d1f-9978-98cd5983f788,2026-06-22,HB 9,Madison County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74765
ocd-vote/3835c56e-67ba-46e6-a18d-5c17427a94c0,2026-06-22,HB 19,Floyd County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74776
ocd-vote/38badc86-407b-46dc-9804-c60f885569ab,2026-06-22,HB 3,"Rentz, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74758
ocd-vote/392eee53-2fb8-4f89-b414-e8e43a41ce58,2026-06-22,SB 5,City of Toccoa; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #21 - 2026 Special Session,28,21,Pass,https://www.legis.ga.gov/legislation/74856
ocd-vote/396ad30c-24d2-4db0-95f8-01e38f657664,2026-06-22,HB 19,Floyd County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74776
ocd-vote/3d475aa3-95b1-4e93-be7b-df64534567b0,2026-06-22,HB 74,"Dexter, City of; ad valorem tax; provide homestead exemption",House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74842
ocd-vote/3d49a408-d988-4ea5-8c31-e2fc8ed7a33d,2026-06-22,HB 51,Troup County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74815
ocd-vote/3df89c01-1395-48fa-a987-45452869e9d7,2026-06-22,HB 47,Bartow County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74811
ocd-vote/3e80ca85-5a04-4b12-9056-31f4e6b0e2e5,2026-06-22,HB 4,"Dudley, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74759
ocd-vote/3f7be747-6f43-4e4d-8a58-1e7a67668d0c,2026-06-22,HB 32,Baker County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74789
ocd-vote/4131ffa9-1345-4058-a2f0-e07fb2444c2f,2026-06-22,HB 27,Lowndes County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74784
ocd-vote/42798138-fd05-4adf-bca7-e8e9280ade2c,2026-06-22,HB 54,Bacon County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74818
ocd-vote/42d8491d-e702-4256-a146-a95b777fae73,2026-06-22,HB 45,"Emerson, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74809
ocd-vote/444d518e-c97f-4968-a622-38f58359b031,2026-06-22,HB 40,"Fort Oglethorpe, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74804
ocd-vote/47d2fc7b-9256-414f-aeba-d66749eb2b96,2026-06-22,HB 41,Seminole County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74805
ocd-vote/48d8ab54-7eed-46f7-a3f3-2dd9782637e4,2026-06-22,HB 66,"Kingston, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74830
ocd-vote/4dd2d0b7-38d9-4fdb-97f1-bde475386675,2026-06-22,HB 31,"Damascus, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74788
ocd-vote/508ad183-679b-47a6-9041-4c27781b95ba,2026-06-22,HB 60,Montgomery County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74824
ocd-vote/5328c197-6fb9-4c54-91c9-6d8b6a5cf76c,2026-06-22,HB 6,"Toccoa, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74761
ocd-vote/5785f7f0-c779-4843-a55b-06d3f769aa4b,2026-06-22,HB 38,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74802
ocd-vote/57dc633c-d779-4abb-8129-4e39230d5147,2026-06-22,SB 7,Webster County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #21 - 2026 Special Session,28,21,Pass,https://www.legis.ga.gov/legislation/74862
ocd-vote/5f7d6c64-53ac-4b06-ba8b-f318486b254b,2026-06-22,SB 5,City of Toccoa; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #20 - 2026 Special Session,31,20,Pass,https://www.legis.ga.gov/legislation/74856
ocd-vote/5fb096bb-4099-4ef1-ad32-99cb506cf2b9,2026-06-22,SB 7,Webster County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #20 - 2026 Special Session,31,20,Pass,https://www.legis.ga.gov/legislation/74862
ocd-vote/61cc3ade-3f98-40e1-ba61-c28d4f9fafa0,2026-06-22,HB 42,"Edison, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74806
ocd-vote/6402f230-9a3d-4aa9-86d4-8574dd80964f,2026-06-22,HB 5,"Cadwell, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74760
ocd-vote/649c5325-5db4-44ac-b6d6-3c478ee23777,2026-06-22,HB 16,"Blue Ridge, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74773
ocd-vote/64c30d85-fe8b-4432-a89d-ae3ef18e128b,2026-06-22,HB 20,"Madison, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74777
ocd-vote/665045b8-9d19-4611-937b-6f819bcc8b96,2026-06-22,HB 28,"Fitzgerald, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74785
ocd-vote/68053f96-c474-408b-8ff4-0323b3a518ce,2026-06-22,HB 34,"Plains, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74791
ocd-vote/6949350b-0baf-47f2-9097-963930887fce,2026-06-22,HB 47,Bartow County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74811
ocd-vote/69c3b0ee-69cb-4020-90ba-e8be16edc987,2026-06-22,HB 37,Effingham County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74794
ocd-vote/6aee2a6e-fab0-4826-b0d7-c9fd740d3aa6,2026-06-22,HB 68,"Lyons, City of; ad valorem tax; provide homestead exemption",House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74832
ocd-vote/6badd0ac-c3da-4927-890e-a759799cd317,2026-06-22,HB 56,"Social Circle, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74820
ocd-vote/6f3a1566-ad36-4467-8ff8-32b72bf52aab,2026-06-22,HB 39,"Ringgold, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74803
ocd-vote/7072d9e0-c361-447f-b965-f37af6d83ff3,2026-06-22,HB 56,"Social Circle, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74820
ocd-vote/717a4b83-2986-43ed-8fd8-a0dcee421171,2026-06-22,HB 29,Calhoun County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74786
ocd-vote/71af2a5b-ea9f-4697-a742-e1091d8755bf,2026-06-22,HB 62,"Cochran, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74826
ocd-vote/72115fe6-bad0-4914-a7a5-c91cf2c656fd,2026-06-22,HB 52,"Walnut Grove, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74816
ocd-vote/73ce328c-d4b5-415c-9a8a-0fc0fbba2374,2026-06-22,HB 66,"Kingston, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74830
ocd-vote/7729202f-481f-4563-bc40-e4659a0572cd,2026-06-22,HB 15,"McCaysville, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74772
ocd-vote/77edefe9-727d-4a78-a5fa-5a38a60d7e30,2026-06-22,HB 10,Worth County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74766
ocd-vote/7dfc23ac-c10c-4393-a6c4-0fd3229417e1,2026-06-22,SB 8,City of Plains; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #21 - 2026 Special Session,28,21,Pass,https://www.legis.ga.gov/legislation/74863
ocd-vote/8180401a-1b22-4eec-96a8-ecf26dd53797,2026-06-22,HB 46,"Cartersville, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74810
ocd-vote/81f1cda5-1a46-477f-9cbf-718cfa641c77,2026-06-22,HB 51,Troup County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74815
ocd-vote/838a0195-633a-444d-a84b-d483a8e8132a,2026-06-22,HB 65,"Dahlonega, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74829
ocd-vote/89d3f724-d61c-4ddf-ae63-decbe3b297a7,2026-06-22,HB 26,Ben Hill County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74783
ocd-vote/8a19d611-533b-4ccf-85be-d003fe29ac18,2026-06-22,HB 1,"Dublin, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74753
ocd-vote/8a63a038-3fc1-48d2-a1ab-c16a9e560135,2026-06-22,HB 1,"Dublin, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74753
ocd-vote/8b81ca7e-0a79-465d-aaa8-79287324cedc,2026-06-22,HB 32,Baker County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74789
ocd-vote/8bedeec7-fd1a-457d-a80e-14437c97a269,2026-06-22,HB 52,"Walnut Grove, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74816
ocd-vote/8bf0ff1e-c0bf-46f7-8a62-a340c23e91a6,2026-06-22,HB 53,"Monroe, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74817
ocd-vote/8d8f8cd3-6c98-4861-86d1-084489ed433d,2026-06-22,HB 33,Cherokee County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74790
ocd-vote/8ee7c479-4f08-4b6a-af2e-b8b2ebc2a049,2026-06-22,HB 9,Madison County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74765
ocd-vote/91b52336-e129-417c-845a-304218a73661,2026-06-22,HB 35,Webster County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74792
ocd-vote/927aca81-180a-4a53-aa38-b20f6ed5a5f5,2026-06-22,HB 45,"Emerson, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74809
ocd-vote/96f207ea-ea6f-4633-bf42-d62b1ef2a1d0,2026-06-22,HB 18,Morgan County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74775
ocd-vote/972502ae-209a-4208-a5ca-4d161b3a139f,2026-06-22,HB 17,Lumpkin County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74774
ocd-vote/984b7298-f57b-4cba-ad36-6952d5587376,2026-06-22,HB 22,"Jakin, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74779
