voteId,date,bill,title,motionText,yea,nay,result,billUrl
ocd-vote/99a442a8-c5cd-47f9-bd8a-2929d0ee0871,2026-06-22,SB 9,Sumter County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #21 - 2026 Special Session,28,21,Pass,https://www.legis.ga.gov/legislation/74864
ocd-vote/9ac4eb95-51a9-4800-ad7e-6aeec7a9ef82,2026-06-22,HB 48,"Euharlee, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74812
ocd-vote/9bd008c8-eccc-45f8-8232-b810b172b1dd,2026-06-22,HB 16,"Blue Ridge, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74773
ocd-vote/a68a6b08-065c-417b-a8a0-4252c0867514,2026-06-22,HB 21,Gilmer County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74778
ocd-vote/a71ce6ba-02f7-41c1-8e44-f408663337ff,2026-06-22,HB 2,Sumter County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74756
ocd-vote/a76b8657-a423-49ff-8c26-792c4e2dd221,2026-06-22,HB 14,Fannin County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74771
ocd-vote/a955141f-445c-465f-94d8-c358f9a9e057,2026-06-22,HB 53,"Monroe, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74817
ocd-vote/aa0c1c4e-6a0e-416c-a5b4-74cfd43c88e4,2026-06-22,HB 22,"Jakin, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74779
ocd-vote/acfbb4dc-f737-441e-8a3e-0d606374412b,2026-06-22,HB 49,"Adairsville, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74813
ocd-vote/ad08106a-6edf-423f-bf59-906310368e39,2026-06-22,HB 23,"Arlington, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74780
ocd-vote/ade06847-bd21-4756-9c8a-2b235b950196,2026-06-22,HB 34,"Plains, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74791
ocd-vote/afd13dc7-2a44-4286-bcac-9a9535c2a9dc,2026-06-22,HB 63,Dodge County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74827
ocd-vote/b38dbb12-15b4-4f68-a8f0-b5b9b7a252f7,2026-06-22,HB 60,Montgomery County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74824
ocd-vote/b48fbb60-8324-48b5-9f73-40e25f9df140,2026-06-22,HB 65,"Dahlonega, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74829
ocd-vote/b656d02a-83e2-4388-896d-8468bd922f6f,2026-06-22,HB 24,Franklin County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74781
ocd-vote/b6970dec-a04a-44ee-a7cd-90581a2d7747,2026-06-22,HB 12,"Brunswick, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74769
ocd-vote/b6c6dde5-9093-4a0d-820b-fa0aa0e8efce,2026-06-22,HB 28,"Fitzgerald, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74785
ocd-vote/b6d10fcb-7b0c-4e04-9b3a-d91ed49d149b,2026-06-22,HB 44,Harris County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74808
ocd-vote/b871ebfe-b5fd-41cb-bf72-ef91e0cfaefe,2026-06-22,HB 41,Seminole County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74805
ocd-vote/b9685f3c-5f15-4a3f-8d4d-1672fd5fb950,2026-06-22,HB 36,Catoosa County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74793
ocd-vote/bbac0b9a-c7e4-4e0d-bc71-bd0a9254b3b9,2026-06-22,HB 25,Stephens County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74782
ocd-vote/bbf49d87-3134-4dda-af8e-a9f57c925d99,2026-06-22,HB 24,Franklin County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74781
ocd-vote/be1f0759-63e9-49dc-8ed2-d0fa01f57b0d,2026-06-22,HB 30,Early County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74787
ocd-vote/c0128178-e739-4fc9-8a89-e4b81e862684,2026-06-22,HB 73,"East Dublin, City of; ad valorem tax; provide homestead exemption",House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74841
ocd-vote/c0567c17-6bb1-4da8-a3d3-8fb0198150b2,2026-06-22,HB 30,Early County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74787
ocd-vote/c0fd91d8-da2b-4635-8a2b-a01dc098ce87,2026-06-22,HB 3,"Rentz, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74758
ocd-vote/c717cc65-3121-4a84-89be-fa06b9dbb37d,2026-06-22,HB 46,"Cartersville, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74810
ocd-vote/c81f8f0c-b03a-4b0a-8d01-6cf745a255b3,2026-06-22,HB 71,"Blackshear, City of; ad valorem tax; provide homestead exemption",House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74839
ocd-vote/cd2d34cb-565a-484d-95e3-0f4477a010cf,2026-06-22,HB 8,Walker County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74764
ocd-vote/ce4a3c09-e1d9-45f5-9974-98588edb87e5,2026-06-22,HB 64,Bleckley County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74828
ocd-vote/cf747167-3cec-47f3-9844-6121f073129e,2026-06-22,HB 12,"Brunswick, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74769
ocd-vote/d00303f4-4876-4796-a294-bc3e1ef6ece3,2026-06-22,HB 13,Mitchell County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74770
ocd-vote/d06c563d-3ea5-437e-a314-4296e856c011,2026-06-22,HB 15,"McCaysville, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74772
ocd-vote/d106100b-f903-4536-ba66-df191525b692,2026-06-22,HB 55,"Valdosta, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74819
ocd-vote/d1882fe5-0da5-4bef-9bbb-3cd0b0c3ce85,2026-06-22,SB 9,Sumter County; ad valorem taxes; homestead property determined annually for the special district based upon the proceeds of a new Local Homestead Option Sales Tax (LHOST); provide homestead exemption,Senate Vote #20 - 2026 Special Session,31,20,Pass,https://www.legis.ga.gov/legislation/74864
ocd-vote/d4800e66-92b6-490f-8c6f-22e1144805fe,2026-06-22,HB 10,Worth County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74766
ocd-vote/d6c5132f-1b59-4307-8099-f2540a6bffe0,2026-06-22,HB 27,Lowndes County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74784
ocd-vote/d9ea768d-ad38-4910-bcc6-eaf188c75a32,2026-06-22,HB 40,"Fort Oglethorpe, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74804
ocd-vote/db5a9739-4929-4f55-8a6a-af1b12c40d18,2026-06-22,HB 70,Toombs County; ad valorem tax; provide homestead exemption,House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74838
ocd-vote/dc01a6e1-dde7-4f25-85da-8f786ecbc187,2026-06-22,HB 63,Dodge County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74827
ocd-vote/dc6c2b5e-f7c4-463f-a4a1-8dac2f4db07e,2026-06-22,HB 55,"Valdosta, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74819
ocd-vote/de57226f-a5b7-47b0-b581-bd54863fd570,2026-06-22,HB 43,"Blakely, City of; ad valorem tax; provide homestead exemption",House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74807
ocd-vote/de82cf53-0082-42b8-b257-f697d24eb0e5,2026-06-22,HB 43,"Blakely, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74807
ocd-vote/dfaaeacf-4d1f-4054-b5e5-52f7c24c2c58,2026-06-22,HB 11,Glynn County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74768
ocd-vote/dfd73bfd-5c91-4631-b259-b94280fdb854,2026-06-22,HB 72,"Patterson, City of; ad valorem tax; provide homestead exemption",House Vote #8 - 2026 Special Session,97,74,Pass,https://www.legis.ga.gov/legislation/74840
ocd-vote/e6253e53-10f0-4f51-9bbd-ce97ced07ceb,2026-06-22,HB 61,Twiggs County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74825
ocd-vote/e62c0824-f0a9-4f73-8706-e206fc5d6fe5,2026-06-22,HB 42,"Edison, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74806
ocd-vote/e6df3307-9811-4c9f-abeb-d39ebb08bf73,2026-06-22,HB 64,Bleckley County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74828
ocd-vote/f00da1ae-550e-44e2-888f-56bc622e4372,2026-06-22,HB 37,Effingham County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74794
ocd-vote/f086b546-f98e-42d2-9e1f-9854cc890250,2026-06-22,HB 54,Bacon County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74818
ocd-vote/f0fa69ec-399d-4c66-93bf-544cc803daa9,2026-06-22,HB 33,Cherokee County; ad valorem tax; provide homestead exemption,House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74790
ocd-vote/f1671bd7-ca4a-48b2-8f0f-5f5c50ec58fe,2026-06-22,HB 21,Gilmer County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74778
ocd-vote/f2071b4b-773b-40f5-aa14-4cef9f41792f,2026-06-22,HB 67,"Rome, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74831
ocd-vote/f368c8a5-9043-4f8f-967f-06294a12acbe,2026-06-22,HB 62,"Cochran, City of; ad valorem tax; provide homestead exemption",House Vote #10 - 2026 Special Session,99,74,Pass,https://www.legis.ga.gov/legislation/74826
ocd-vote/f9db2783-e11f-474f-8735-2cf439b3f14b,2026-06-22,HB 18,Morgan County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74775
ocd-vote/fa2d60f0-8e42-445b-8da8-412f291dc010,2026-06-22,HB 35,Webster County; ad valorem tax; provide homestead exemption,House Vote #9 - 2026 Special Session,97,75,Pass,https://www.legis.ga.gov/legislation/74792
